Time,Simulate
0,2
0,2
0,2
0,2
1,2
0,2
0,2
16,2
2,2
5,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
1,2
0,2
1,2
0,2
0,2
0,2
2,2
0,2
1,2
2,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
4,2
0,2
0,2
1,2
0,2
0,2
2,2
3,2
0,2
1,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
7,2
0,2
0,2
1,2
0,2
2,2
7,2
3,2
0,2
0,2
0,2
14,2
0,2
0,2
2,2
1,2
0,2
0,2
0,2
1,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
1,2
0,2
1,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
11,2
0,2
0,2
1,2
0,2
0,2
0,2
1,2
0,2
0,2
7,2
2,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
1,2
0,2
0,2
0,2
3,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
4,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
1,2
0,2
3,2
1,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
3,2
1,2
0,2
1,2
0,2
6,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
1,2
0,2
4,2
0,2
1,2
1,2
0,2
0,2
0,2
0,2
0,2
2,2
0,2
0,2
0,2
1,2
0,2
0,2
4,2
0,2
0,2
0,2
0,2
0,2
2,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
2,2
0,2
0,2
1,2
1,2
0,2
1,2
0,2
0,2
1,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
5,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
2,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
2,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
2,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
7,2
0,2
0,2
0,2
0,2
0,2
0,2
2,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
7,2
8,2
0,2
2,2
2,2
0,2
0,2
0,2
1,2
4,2
0,2
0,2
0,2
0,2
0,2
2,2
0,2
0,2
0,2
1,2
0,2
28,2
2,2
0,2
0,2
6,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
1,2
0,2
4,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
2,2
4,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
3,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
0,2
1,2
0,2
0,2
0,2
0,2
0,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
4,3
0,3
0,3
0,3
0,3
0,3
3,3
0,3
0,3
0,3
0,3
5,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
0,3
0,3
1,3
0,3
1,3
7,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
1,3
0,3
3,3
0,3
0,3
1,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
1,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
7,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
2,3
0,3
0,3
5,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
3,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
8,3
1,3
0,3
0,3
0,3
1,3
0,3
5,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
4,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
4,3
0,3
0,3
13,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
2,3
0,3
4,3
0,3
0,3
0,3
3,3
0,3
0,3
0,3
3,3
0,3
0,3
2,3
2,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
3,3
3,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
4,3
4,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
4,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
2,3
7,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
5,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
2,3
0,3
0,3
1,3
0,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
3,3
0,3
0,3
0,3
1,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
4,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
69,3
1,3
0,3
2,3
0,3
0,3
0,3
5,3
1,3
1,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
1,3
0,3
1,3
7,3
0,3
2,3
0,3
0,3
1,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
16,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
5,3
0,3
5,3
1,3
0,3
0,3
1,3
0,3
2,3
0,3
0,3
0,3
1,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
2,3
1,3
1,3
0,3
1,3
1,3
0,3
2,3
0,3
2,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
5,3
5,3
0,3
0,3
0,3
2,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
4,3
0,3
0,3
0,3
0,3
0,3
5,3
0,3
4,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
1,3
1,3
4,3
15,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
29,3
1,3
1,3
0,3
2,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
2,3
0,3
1,3
0,3
0,3
0,3
3,3
2,3
0,3
0,3
2,3
0,3
0,3
0,3
1,3
0,3
0,3
2,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
1,3
1,3
0,3
0,3
0,3
3,3
0,3
0,3
1,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
6,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
44,3
0,3
0,3
0,3
0,3
7,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
4,3
0,3
1,3
0,3
0,3
3,3
4,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
4,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
2,3
1,3
3,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
3,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
4,3
0,3
0,3
0,3
0,3
1,3
1,3
1,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
3,3
4,3
2,3
0,3
0,3
0,3
1,3
0,3
6,3
0,3
0,3
11,3
16,3
23,3
0,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
1,3
0,3
0,3
3,3
0,3
0,3
0,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
2,3
0,3
3,3
0,3
11,3
0,3
0,3
0,3
0,3
1,3
2,3
19,3
1,3
0,3
1,3
0,3
1,3
0,3
0,3
1,3
0,3
5,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
11,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
3,3
0,3
0,3
0,3
1,3
0,3
1,3
0,3
3,3
0,3
0,3
0,3
2,3
0,3
0,3
2,3
0,3
10,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
4,3
1,3
1,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
3,3
0,3
0,3
5,3
0,3
0,3
1,3
0,3
1,3
7,3
3,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
4,3
0,3
0,3
0,3
1,3
0,3
4,3
5,3
0,3
3,3
0,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
13,3
7,3
0,3
0,3
1,3
8,3
0,3
0,3
0,3
5,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
2,3
1,3
5,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
0,3
3,3
0,3
0,3
1,3
0,3
1,3
0,3
1,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
0,3
5,3
1,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
5,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
1,3
0,3
0,3
1,3
0,3
59,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
14,3
0,3
1,3
0,3
0,3
3,3
2,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
2,3
0,3
0,3
0,3
0,3
1,3
0,3
3,3
0,3
2,3
12,3
0,3
2,3
0,3
1,3
0,3
0,3
2,3
6,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
4,3
7,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
4,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
3,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
1,3
0,3
1,3
0,3
2,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
0,3
1,3
0,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
6,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
3,3
0,3
0,3
0,3
7,3
4,3
0,3
0,3
4,3
0,3
0,3
0,3
1,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
5,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
7,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
2,3
1,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
4,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
1,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
26,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
1,3
1,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
1,3
3,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
2,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
7,3
0,3
0,3
2,3
1,3
11,3
3,3
0,3
0,3
2,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
49,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
6,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
3,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
4,3
7,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
1,3
1,3
1,3
0,3
0,3
2,3
0,3
5,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
7,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
3,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
9,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
1,3
0,3
0,3
0,3
3,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
4,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
1,3
1,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
1,3
1,3
0,3
2,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
4,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
13,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
1,3
0,3
0,3
13,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
0,3
2,3
0,3
0,3
0,3
1,3
0,3
0,3
0,3
0,3
0,4
1,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
4,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
2,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
0,4
5,4
0,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
4,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
21,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
8,4
0,4
0,4
1,4
1,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
1,4
0,4
0,4
1,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
4,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
2,4
0,4
1,4
0,4
3,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
5,4
0,4
4,4
0,4
0,4
1,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
3,4
2,4
0,4
1,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
4,4
2,4
0,4
4,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
0,4
1,4
4,4
14,4
0,4
1,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
10,4
4,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
1,4
0,4
0,4
0,4
5,4
0,4
1,4
0,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
2,4
4,4
0,4
0,4
0,4
2,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
3,4
1,4
0,4
0,4
0,4
0,4
1,4
3,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
6,4
0,4
1,4
0,4
7,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
9,4
2,4
0,4
1,4
0,4
0,4
0,4
1,4
1,4
1,4
1,4
0,4
1,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
3,4
0,4
1,4
0,4
0,4
0,4
0,4
1,4
4,4
0,4
2,4
0,4
0,4
7,4
0,4
0,4
0,4
1,4
0,4
0,4
35,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
0,4
4,4
0,4
0,4
2,4
0,4
0,4
0,4
1,4
1,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
1,4
0,4
0,4
4,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
2,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
2,4
0,4
1,4
0,4
0,4
0,4
6,4
3,4
3,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
1,4
6,4
0,4
2,4
0,4
2,4
16,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
1,4
0,4
1,4
6,4
0,4
1,4
0,4
1,4
2,4
0,4
0,4
1,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
3,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
4,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
3,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
4,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
1,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
1,4
1,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
41,4
14,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
1,4
0,4
0,4
0,4
0,4
5,4
1,4
1,4
0,4
1,4
0,4
2,4
0,4
0,4
1,4
0,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
1,4
2,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
0,4
1,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
6,4
2,4
1,4
1,4
0,4
0,4
0,4
2,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
1,4
3,4
2,4
0,4
1,4
2,4
4,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
1,4
0,4
13,4
0,4
0,4
0,4
0,4
0,4
1,4
3,4
0,4
0,4
0,4
0,4
0,4
3,4
0,4
0,4
3,4
0,4
2,4
0,4
0,4
2,4
1,4
0,4
1,4
0,4
0,4
0,4
2,4
10,4
0,4
0,4
0,4
2,4
0,4
1,4
1,4
0,4
0,4
0,4
0,4
0,4
1,4
4,4
0,4
1,4
0,4
0,4
0,4
1,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
2,4
0,4
0,4
2,4
0,4
0,4
0,4
2,4
2,4
0,4
0,4
0,4
0,4
5,4
0,4
0,4
3,4
0,4
0,4
1,4
0,4
0,4
0,4
31,4
1,4
0,4
0,4
1,4
0,4
1,4
1,4
1,4
1,4
1,4
0,4
3,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
2,4
4,4
0,4
0,4
2,4
3,4
0,4
1,4
7,4
0,4
0,4
0,4
0,4
0,4
2,4
58,4
1,4
0,4
0,4
1,4
3,4
0,4
0,4
4,4
2,4
0,4
0,4
0,4
0,4
1,4
0,4
2,4
0,4
0,4
0,4
4,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
29,4
0,4
0,4
2,4
0,4
1,4
0,4
0,4
1,4
2,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
1,4
1,4
0,4
0,4
0,4
3,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
11,4
0,4
3,4
13,4
0,4
0,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
0,4
0,4
0,4
2,4
1,4
1,4
0,4
1,4
0,4
0,4
0,4
1,4
0,4
1,4
0,4
0,4
1,4
0,4
2,4
0,4
0,4
1,4
0,4
0,4
2,4
1,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
0,4
1,4
2,4
3,4
0,4
0,4
1,4
1,4
0,4
0,4
0,4
5,4
9,4
0,4
0,4
0,4
0,4
0,4
4,4
0,4
0,4
0,4
0,4
